timestamp,temp
1950-01-16T00:00:00Z,-3.9708767
1950-02-16T00:00:00Z,-1.0838674
1950-03-15T00:00:00Z,2.3959873
1950-04-15T00:00:00Z,7.754243
1950-05-15T00:00:00Z,10.458569
1950-06-15T00:00:00Z,16.315123
1950-07-15T00:00:00Z,20.506231
1950-08-15T00:00:00Z,17.866522
1950-09-15T00:00:00Z,15.806754
1950-10-15T00:00:00Z,7.3670297
1950-11-15T00:00:00Z,2.5438027
1950-12-15T00:00:00Z,-2.9081178
1951-01-16T00:00:00Z,-3.2601857
1951-02-16T00:00:00Z,-0.6696203
1951-03-15T00:00:00Z,1.4867948
1951-04-15T00:00:00Z,5.467989
1951-05-15T00:00:00Z,10.935033
1951-06-15T00:00:00Z,15.0262
1951-07-15T00:00:00Z,19.47221
1951-08-15T00:00:00Z,18.505186
1951-09-15T00:00:00Z,13.493737
1951-10-15T00:00:00Z,9.445215
1951-11-15T00:00:00Z,1.3078318
1951-12-15T00:00:00Z,-4.1180344
1952-01-16T00:00:00Z,-4.325644
1952-02-16T00:00:00Z,-0.44315568
1952-03-15T00:00:00Z,4.3292546
1952-04-15T00:00:00Z,7.133764
1952-05-15T00:00:00Z,12.108335
1952-06-15T00:00:00Z,17.066175
1952-07-15T00:00:00Z,20.085373
1952-08-15T00:00:00Z,18.571272
1952-09-15T00:00:00Z,13.059721
1952-10-15T00:00:00Z,9.61588
1952-11-15T00:00:00Z,2.2268589
1952-12-15T00:00:00Z,-3.54924
1953-01-16T00:00:00Z,-3.164598
1953-02-16T00:00:00Z,-0.75623447
1953-03-15T00:00:00Z,2.1289701
1953-04-15T00:00:00Z,8.089749
1953-05-15T00:00:00Z,11.11607
1953-06-15T00:00:00Z,18.33482
1953-07-15T00:00:00Z,20.066809
1953-08-15T00:00:00Z,19.117191
1953-09-15T00:00:00Z,15.590543
1953-10-15T00:00:00Z,7.164486
1953-11-15T00:00:00Z,3.561479
1953-12-15T00:00:00Z,-3.3498962
1954-01-16T00:00:00Z,-3.2035747
1954-02-16T00:00:00Z,0.37832475
1954-03-15T00:00:00Z,0.36938193
1954-04-15T00:00:00Z,4.433573
1954-05-15T00:00:00Z,11.11754
1954-06-15T00:00:00Z,16.754389
1954-07-15T00:00:00Z,19.844921
1954-08-15T00:00:00Z,18.21738
1954-09-15T00:00:00Z,13.054734
1954-10-15T00:00:00Z,9.593017
1954-11-15T00:00:00Z,1.605663
1954-12-15T00:00:00Z,-6.923027
1955-01-16T00:00:00Z,-4.545236
1955-02-16T00:00:00Z,-4.1499314
1955-03-15T00:00:00Z,-0.60776466
1955-04-15T00:00:00Z,6.343187
1955-05-15T00:00:00Z,11.743012
1955-06-15T00:00:00Z,15.517709
1955-07-15T00:00:00Z,20.317516
1955-08-15T00:00:00Z,19.1026
1955-09-15T00:00:00Z,14.840988
1955-10-15T00:00:00Z,9.465804
1955-11-15T00:00:00Z,2.9105031
1955-12-15T00:00:00Z,0.80095667
1956-01-16T00:00:00Z,-5.516737
1956-02-16T00:00:00Z,-1.2832897
1956-03-15T00:00:00Z,3.637789
1956-04-15T00:00:00Z,9.392274
1956-05-15T00:00:00Z,13.005793
1956-06-15T00:00:00Z,19.121357
1956-07-15T00:00:00Z,18.812387
1956-08-15T00:00:00Z,17.441137
1956-09-15T00:00:00Z,13.459673
1956-10-15T00:00:00Z,10.728137
1956-11-15T00:00:00Z,-2.0838964
1956-12-15T00:00:00Z,-1.0581602
1957-01-16T00:00:00Z,-4.6111307
1957-02-16T00:00:00Z,-5.6171374
1957-03-15T00:00:00Z,2.1783156
1957-04-15T00:00:00Z,6.621301
1957-05-15T00:00:00Z,11.8793545
1957-06-15T00:00:00Z,16.52139
1957-07-15T00:00:00Z,19.25622
1957-08-15T00:00:00Z,18.805788
1957-09-15T00:00:00Z,13.997003
1957-10-15T00:00:00Z,8.971739
1957-11-15T00:00:00Z,1.8387805
1957-12-15T00:00:00Z,-3.8899493
1958-01-16T00:00:00Z,-6.3782954
1958-02-16T00:00:00Z,-3.7994537
1958-03-15T00:00:00Z,0.3198114
1958-04-15T00:00:00Z,6.1192517
1958-05-15T00:00:00Z,9.363994
1958-06-15T00:00:00Z,16.129093
1958-07-15T00:00:00Z,19.222757
1958-08-15T00:00:00Z,17.811907
1958-09-15T00:00:00Z,14.628871
1958-10-15T00:00:00Z,7.5286117
1958-11-15T00:00:00Z,2.0513728
1958-12-15T00:00:00Z,-3.733813
1959-01-16T00:00:00Z,-7.7230573
1959-02-16T00:00:00Z,-1.7337549
1959-03-15T00:00:00Z,5.327408
1959-04-15T00:00:00Z,5.507739
1959-05-15T00:00:00Z,11.695382
1959-06-15T00:00:00Z,14.77266
1959-07-15T00:00:00Z,18.177422
1959-08-15T00:00:00Z,17.526253
1959-09-15T00:00:00Z,14.926481
1959-10-15T00:00:00Z,8.418012
1959-11-15T00:00:00Z,3.8139536
1959-12-15T00:00:00Z,-0.25914046
1960-01-16T00:00:00Z,-4.6841345
1960-02-16T00:00:00Z,-1.1251795
1960-03-15T00:00:00Z,0.83290374
1960-04-15T00:00:00Z,6.2954917
1960-05-15T00:00:00Z,11.529443
1960-06-15T00:00:00Z,15.36907
1960-07-15T00:00:00Z,20.28054
1960-08-15T00:00:00Z,16.964441
1960-09-15T00:00:00Z,14.955658
1960-10-15T00:00:00Z,8.958528
1960-11-15T00:00:00Z,1.2573467
1960-12-15T00:00:00Z,-4.279638
1961-01-16T00:00:00Z,-4.9290147
1961-02-16T00:00:00Z,-3.9505894
1961-03-15T00:00:00Z,2.21E-04
1961-04-15T00:00:00Z,7.849762
1961-05-15T00:00:00Z,12.397991
1961-06-15T00:00:00Z,17.185438
1961-07-15T00:00:00Z,21.340633
1961-08-15T00:00:00Z,20.289026
1961-09-15T00:00:00Z,14.570528
1961-10-15T00:00:00Z,8.394297
1961-11-15T00:00:00Z,-0.01259924
1961-12-15T00:00:00Z,-2.0687425
1962-01-16T00:00:00Z,-4.7503476
1962-02-16T00:00:00Z,-3.597302
1962-03-15T00:00:00Z,5.1927657
1962-04-15T00:00:00Z,7.903257
1962-05-15T00:00:00Z,11.955509
1962-06-15T00:00:00Z,18.878098
1962-07-15T00:00:00Z,19.005201
1962-08-15T00:00:00Z,17.770044
1962-09-15T00:00:00Z,12.335543
1962-10-15T00:00:00Z,7.6235676
1962-11-15T00:00:00Z,1.9651397
1962-12-15T00:00:00Z,-5.1537886
1963-01-16T00:00:00Z,-0.9653816
1963-02-16T00:00:00Z,1.9958951
1963-03-15T00:00:00Z,3.804996
1963-04-15T00:00:00Z,8.072501
1963-05-15T00:00:00Z,11.693708
1963-06-15T00:00:00Z,16.643486
1963-07-15T00:00:00Z,20.791811
1963-08-15T00:00:00Z,19.210583
1963-09-15T00:00:00Z,14.175405
1963-10-15T00:00:00Z,8.215524
1963-11-15T00:00:00Z,0.7428559
1963-12-15T00:00:00Z,-1.2835417
1964-01-16T00:00:00Z,-3.4555438
1964-02-16T00:00:00Z,-1.794263
1964-03-15T00:00:00Z,1.5321214
1964-04-15T00:00:00Z,6.0189257
1964-05-15T00:00:00Z,9.821314
1964-06-15T00:00:00Z,16.618017
1964-07-15T00:00:00Z,18.969908
1964-08-15T00:00:00Z,18.18238
1964-09-15T00:00:00Z,12.75549
1964-10-15T00:00:00Z,8.942838
1964-11-15T00:00:00Z,-0.53259194
1964-12-15T00:00:00Z,-3.6141703
1965-01-16T00:00:00Z,-1.6851134
1965-02-16T00:00:00Z,-0.23255464
1965-03-15T00:00:00Z,-1.0767486
1965-04-15T00:00:00Z,4.414492
1965-05-15T00:00:00Z,10.078782
1965-06-15T00:00:00Z,16.857319
1965-07-15T00:00:00Z,19.480743
1965-08-15T00:00:00Z,17.530155
1965-09-15T00:00:00Z,13.093426
1965-10-15T00:00:00Z,7.238741
1965-11-15T00:00:00Z,2.2714622
1965-12-15T00:00:00Z,-5.6441517
1966-01-16T00:00:00Z,-5.4699354
1966-02-16T00:00:00Z,-1.8229208
1966-03-15T00:00:00Z,2.400124
1966-04-15T00:00:00Z,6.3924713
1966-05-15T00:00:00Z,11.662877
1966-06-15T00:00:00Z,17.470783
1966-07-15T00:00:00Z,19.97116
1966-08-15T00:00:00Z,18.052006
1966-09-15T00:00:00Z,14.57467
1966-10-15T00:00:00Z,7.828297
1966-11-15T00:00:00Z,2.6946516
1966-12-15T00:00:00Z,-3.5799115
1967-01-16T00:00:00Z,-8.573583
1967-02-16T00:00:00Z,-2.7225504
1967-03-15T00:00:00Z,2.8755274
1967-04-15T00:00:00Z,6.155007
1967-05-15T00:00:00Z,13.505841
1967-06-15T00:00:00Z,16.294895
1967-07-15T00:00:00Z,19.06689
1967-08-15T00:00:00Z,18.67042
1967-09-15T00:00:00Z,13.139399
